date,product_id,price,promotion,holiday,weather_index,units_sold
2021-01-01,1,13.116599536664342,0,0,-0.9981633610875336,28
2021-01-02,1,10.631460845644995,0,0,1.6357381570406389,49
2021-01-03,1,12.928046668650337,0,0,-0.7246492613414832,45
2021-01-04,1,9.327589869879748,0,0,-1.1602645021692983,47
2021-01-05,1,15.597578341080668,0,0,-1.0154158783571536,37
2021-01-06,1,12.835612637665793,1,0,-0.45015273738730766,43
2021-01-07,1,12.674792587954435,0,0,0.15621835234963266,45
2021-01-08,1,10.106687721579531,0,0,0.32784029123244907,46
2021-01-09,1,11.309397811180226,0,0,-0.4002305634133804,42
2021-01-10,1,7.170922267983009,0,0,0.8575360903663606,39
2021-01-11,1,9.507002011827733,0,0,0.5536466961533022,47
2021-01-12,1,8.988101195388264,0,0,0.4895963328273822,37
2021-01-13,1,5.873928106671738,0,0,0.6761220429321337,42
2021-01-14,1,18.15124726277586,1,0,-0.28680860823142457,42
2021-01-15,1,5.229746980211469,0,0,-0.07181204446305267,47
2021-01-16,1,5.103762255383973,0,0,0.7441744145091496,58
2021-01-17,1,18.87650864013701,0,0,0.030817723222269357,49
2021-01-18,1,18.0627043162986,1,0,0.06703699858284577,36
2021-01-19,1,18.411970495008124,0,0,-0.05351289201156728,37
2021-01-20,1,13.560350993517341,0,0,0.2843283778070741,42
2021-01-21,1,9.82454002899787,0,0,1.2480152655251027,47
2021-01-22,1,8.358755250128624,1,0,-1.6287856739197235,43
2021-01-23,1,11.999387546351482,0,0,-0.5387940314300402,50
2021-01-24,1,10.090099071232059,0,0,-1.2814939967587335,48
2021-01-25,1,8.829465994085417,0,0,-0.5170774007271839,54
2021-01-26,1,6.501253932102478,0,0,0.0745411431514206,44
2021-01-27,1,17.527609379168716,0,0,1.7438170853545798,42
2021-01-28,1,16.471598321439135,0,0,2.253171676333851,45
2021-01-29,1,12.373179665727763,0,0,-0.5631478026778604,42
2021-01-30,1,11.575845743508522,0,1,1.1671034551107458,47
2021-01-31,1,10.308202362786536,0,0,-0.3384889303583344,31
2021-02-01,1,6.501292290793355,0,0,-1.1127194009618984,47
2021-02-02,1,19.96040132430202,0,0,-0.8057741764422759,35
2021-02-03,1,5.325389524224345,0,0,-0.6363288433504097,48
2021-02-04,1,18.091198876016612,0,0,0.39134583117748833,48
2021-02-05,1,16.003097274003252,0,0,2.853863431995959,39
2021-02-06,1,6.16815110787382,0,0,0.08261796175603833,42
2021-02-07,1,14.946047722917296,0,0,1.194701021232218,38
2021-02-08,1,17.711770843680362,0,0,-2.2940392275069987,42
2021-02-09,1,15.440479007657576,0,0,-0.23602749790647484,47
2021-02-10,1,13.616774490223612,0,0,1.530366710429913,46
2021-02-11,1,19.310095843560646,0,0,0.7946468156169922,39
2021-02-12,1,9.922619066873478,0,0,2.0552430630257836,36
2021-02-13,1,10.864723727146474,0,0,-1.007645270883151,33
2021-02-14,1,7.682016051991646,0,0,0.5752061925973427,46
2021-02-15,1,18.727219305383926,0,0,0.0011613199512434194,39
2021-02-16,1,11.334066073552828,1,0,1.8097499227458307,45
2021-02-17,1,7.286203541968308,0,0,-1.4848782887390173,45
2021-02-18,1,6.621351611228381,0,0,1.6523848989975647,44
2021-02-19,1,19.556623026091692,0,0,1.7643474403995334,44
2021-02-20,1,11.475998289263291,0,0,-0.5974104032926806,46
2021-02-21,1,5.976154625897862,0,0,1.0518875011982867,59
2021-02-22,1,5.923211878197454,1,0,-0.03204348218042768,51
2021-02-23,1,8.692865673164647,0,1,-1.7842628395311382,45
2021-02-24,1,16.13059979864117,0,0,-0.7435378044041594,42
2021-02-25,1,9.508756181106293,0,0,-0.09930160769701157,46
2021-02-26,1,8.938909157824876,0,0,-0.8052409412942061,45
2021-02-27,1,14.521005317386642,0,0,-1.809162121106627,52
2021-02-28,1,13.443188648700641,0,0,0.8158967002358141,40
2021-03-01,1,8.897342508927515,0,0,0.8677930908476588,44
2021-03-02,1,19.400212563198544,0,0,-0.46684475811972637,38
2021-03-03,1,10.928765759580292,0,0,0.7497803379419603,38
2021-03-04,1,5.371047108778812,0,0,-1.184813354192994,55
2021-03-05,1,16.775274630417847,0,0,0.14301028254906745,51
2021-03-06,1,16.534309275440343,0,0,-0.3165127053630587,39
2021-03-07,1,16.010868328373473,0,0,-1.7850972393166313,42
2021-03-08,1,11.19634528079829,0,0,-0.7976176517780308,42
2021-03-09,1,6.845756005294831,0,0,0.5289901176294598,39
2021-03-10,1,10.83810052733943,0,1,-0.482804748342823,46
2021-03-11,1,10.859484415011416,1,0,-0.15471260644185753,46
2021-03-12,1,14.437339231854287,0,0,-0.39305441985442346,40
2021-03-13,1,14.603517347524374,0,0,0.13444892886345464,45
2021-03-14,1,7.250802542666834,0,0,-0.48944448376375527,51
2021-03-15,1,17.621737853706904,0,0,0.22124283997455482,40
2021-03-16,1,16.351300923098876,0,0,0.48760787077849693,42
2021-03-17,1,7.301319503381871,0,0,0.21639723591975304,51
2021-03-18,1,5.025420479556847,0,0,-1.108861666041584,54
2021-03-19,1,16.858315028180424,0,0,-0.5176775721760574,46
2021-03-20,1,7.47469578097848,1,0,0.38733265763759384,48
2021-03-21,1,15.290330127179402,1,0,-0.16873618241609034,46
2021-03-22,1,6.987797183325376,0,0,-0.1540568625672424,46
2021-03-23,1,9.05704597552771,0,0,1.0304283012396656,43
2021-03-24,1,7.022739076034107,0,0,0.14713142660504133,48
2021-03-25,1,11.278747526253952,0,0,-0.19681880073605412,52
2021-03-26,1,8.584395697087826,1,0,-2.15367583481488,53
2021-03-27,1,18.28417230759129,0,0,0.8104337388051381,31
